,comment,off
2997,آلله انعل لمفيه غيرة على  اولاد و   ياك مسحرالك ابوركابي,1
1255,مسكينة هاد العائلة ناس دراوش لله اشوف من حالها غير على وجه هاد الناس دراوش أو دوك لوليدات سمحو ليها على قبل اوليداتها اما الفيديو انا صراحة ما شفتوش او مابغيتش نشوفو لله اهدي ما خلق,0
268,وكيقولك ماشي متحول ايوا الله يعطيك العز اما الذل راه فيه ولابس الطالون كيتمشى بيه متعود يعني 😂😂😂😂 قودتيها مع تسكت,1
2005,سبحان الله كتمتلي البراءة انت اكبر خاءنة انت وهاداك الزوج الخائن واش الرجل مزوج وانتي عايشة حياتك معاه سير اسيدي تا تفك حريرتك مع مراتك انا معاك واش بنادم بغا يسبق الحمل باش يطيح في الشبكة حرام والله هانتي خرجتي على راسك شحال زوينة ماشاء الله كون صبرتي تايجيك لي يستاهلك بنات الضغار زعما الراجل يخلي مراتو وقلب على الصغر الزين راه لي دار مراتو يديرو ليك حينت تا هيا غزالة اوتزوجها كانت صغيرة كيبغيو زعما يعيشو الراجل في الرمانسية التزنديق باش يطلق او يتزوج بالصغيرة راه احنينتي الدوام هادا لي فاسد فاسد يدوز معاك الوقت اتواي تبان ليه المعزة احسن منك لهادشي البنات متيقوش في الراجل ما تيقوش فيه راه لي مايخافش الله عمرو تقنعو المراة ولو يتزوج نساء العالم اوجميلات العالم والله لو تزوجهن كلهن لاصبحت الكلاب الضالة تبان ليه احسن منهن لهادا اخواتي ابعدو عن المتزوجين حرام تشتو عاءلات حرام حاولي ماتبقايش تباني الاعلام غير كتشوهي راسك بنادم عاق اوفاق الله يلطف بنا يا ربي هاد الدنيا ولات غير المادة هي اللي كتحكم بعقولنا واش البنت صغيرة كاري ليك اويدخل يخرج على اي اساس زواج الفاتحة واش معترف بيه الله يهدينا يا ربي,1
6887,مشي يعطيكم مصيبة  ناقصة الدق ماشي العقل باقي شي حد ناقص عقال يعطيكم الدددلللل,1
442,أش هاد زبل حشاكم تفوووو,1
5733,الله أشوف منحالك اختي فهاد الشهر الكريم,0
6700,خوتي دعموني الله يفرحكم يارب انا محتاجة نخدم على ماما هي لعندي الله يفرحكم,0
3020,"وشوف تفي وبارك علينا من هد الزبل ديال المرض ايخ""",1
2439,يجب على العدالة اعتقال هدا الوحش المجرم الخطير,1
4303,فمو قد الدخلة ديال مكناس وقالك ميكااب لاحول ولاقوة إلا بالله كنتهناو من خرية كتخرجنا وحدة اخرى من جنب,1
3358,انت عربي فقط و لست بمسلم,1
751,حسبي آلله ونعم الوكيل  اش هذ الزبل,1
3159,نتي كتكوزي كون خرجتي لفساد مستورا ولا هاد لحالة والله يا مها ديك لقناة لبقات اتفو شوهتونا المسخات ولكن دولة خلاتكوم ديرو لي بغيتو اصلا هي لي جابت سواعدة,1
7432,"الله يحفظك اختي على الشجاعة ديالك و الله يكثر من مثالك. 
",0
6463,صوفيه بغيت متوصل  معك,0
4239,ألاعب انتها انكوم نصبتوم على المسكين نعلكوم الله إلى يوم الذين خصهوم يحاسبون,1
1407,كونت كنتِ بنت نيت كراك متعيريش واليديك,1
2477,هادشي كامل مدروس ومخطين ليه كاملين جيبا ليهم محامي تالدار وجالس كيصورو فيه الطماعين تفو بان ليها غير هاد السيد لمزوج أه ولانسيت حيت محامي.راتهاد ليلى ديالكم فيها الغلط وغلط كبييييير أش داها تمشي مع واحد متزوج كونو تحشمو,1
2154,فصالتك ورقصك زيروا حشمي اللهم إن هذا منكر كاينين العيالات عايشين من عرقهم بطريفة نقية ماشي الفساد أمتذكريش الله على فمك وانت شادة طريق الشيطان,1
1847,الراجل الا كان راجلك ديال بصح مايقول ليك صيفتي ليا الصورة نتي فيها عريانة حتى تكوني نتيا وياه وتعراي كيبغيتي الا مزوجين ديال بصح يعني بعقد شرعي اما الحالة ديالك حالة خاصة غير مبغيتي تعيقي,1
615,ياااااا خرااااااا  شهوا هادا ياااااا خرااااااا ليش ليييييييييييييييييييش الخرا ينزل بلا صوت زعما حتا صوراااا راها بينا هههههه خرا بلا حزاااق 2021 جااااايا زيرو رسكوم,1
176,و الله ما كدب حلوف و حلوفة الغيس.,1
6188,انا مفهمتش ناس كيتقدمو ب المونتاج وحنا للمغربة راجعين بيه اللور تجيب دري صغير يدير فيديو كليب حسن من هذا,1
7402,تعازينا من الجزائر العاصمة 😭 الله ياخذ الحق في مجرمين حنا بحالكم مكاش عدالة,0
7768,شكون لاحظ ان الملولي بعدا كيكبر ب نزار و كيركبو لقدام في طومبيل اما حسيوسة مسيوسة كانت ديما حاكراه حاطاه اللور هو و درية الله ياخد فيها الحق لي لي متافق ايبن,0
2799,"الخطا ديالك اختي""",0
280,تعليقي مختصر لكل امه زباله وهؤلاء زبالة السنه ثم ان اغلب الذين نزحوا كانوا كلاب للحكومه الصفويه و الله ناصر جنده وخاذل المرتدين,1
5893,الضحية ههههههه  ايلا جبتي راسك معاه ماشي ضحية,1
1003,الدعارة.  كثرات. في. المغرب. حيت. لي. كيحكموا. المغرب. مسؤولين. المغرب. حكومة. وملك.  قواويد.   مفسدين. والمليك. هو. راعي. الاكبر. للبورديل.  في. المغرب,1
5860,الله غفور رحيم ربي غادي يدير ليكم لي فيها الخير,0
6559,تعيش   مع نفسها,0
4851,روتيني.....والله سيخرب البيوت...روتيني سيكتر فيه القتل والاغتصاب,1
5442,زعما تتورينا نجفو... حنا ماتنعرفوش,0
1419,سير اولدي سثر مراتك هذشي راه عيب عامين وانت  تتشوه فيها سير كمل أجرك وهنينا,1
7429,واش مبقا الامن في البلاد ماشي غي اسفي  اجي لمراكش وشوف الامن ولا خايف من الشماكرية. الموظف في الامن ولا بغا يدوز سوايعو بسلام. مشا الامن ولا بقينا هكا غدي وليو يدخلو علينا المنازل ديالنا,0
2637,الله ينعل إلي ما يحشم,1
4073,احلى تحية لك 😍 ولكل العرب 🧡 تحية من 🇵🇸 باقي 12 إلى150,0
4330,لم يخطىء طرزان عندما ترك  البشر وعااااااش مع الحيونات 🐒🦁🐯🐇🐼🐻🐨🐭😏,1
3135,بغيت نعرف هاد راس طارو لاش حتى هو دخلتيه فهاد لمسخ ديالك لاحول ولا قوة الا بالله اختي انا ماشفت حوت شفت غير هديك كبيلا الي عندك باز كالتلك حيد الماس من الدار. الاي حيد ليك السمية انتي وياه,1
5826,وسير الله يمسخك البرهوش اش,1
677,وا وجه الويل راه قالت كيضحكني ماكيعنيش انك كوميدي راها كاضحك عليك وراه داير الضحك فراسك ههههه والبنت قلتي تعطي قيمة لراسها البنت المغربية بزاف عليك وعلى امثالك اشباه الرجال اما الرجال تبصح غايديها من دار باها ويحافظ عليها فدارو تفو كتجيب ليا الرضان,1
5668,شكون كن عند بيمو 🤣🤣🤣,0
4373,ونتمنى ان نرى صورا لعائلتها المزعومة,0
264,خطهدا خاصو شي عزي ☻☻,1
6787,"عيب وعار والله اختي دوماج وصلنا لهاد المستوى.""",1
6740,إنها المؤخرات,1
6054,أعود بالله,0
7241,راه قال بولي خاريو,1
2655,تفو على نيفو ديال اسئلة تفو على مواضيع,1
3969,حامض شخصيا🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋😏,1
286,هههههه بزاف عليك شلح الفظيحة,1
2095,"ههههه يا وديييي لعرب لحرام و ماهمش فالحين فيه 🤣🤣🤣🤣🤣""",1
6598,واحد البنت من العاءلة نفس الشيء الله يشافي الجميع.,0
1703,المال يطغي بعد عري بنت عويطة جاء دور. نوال المتوكل كون بقات فالزلط كون راها تكول اعود بالله والحمد لله,1
1070,تخيل  معايا نتا شاد الكاميرا وكتصور لينا  في المؤخرات وهي تبنليك اختك معاهم زعما ديرها في الفيديو ؟,1
2353,الملاحظة الي غادي انقول  لكم  اتقوغ الله واعلموا ان الاذان هو عبادة فلا يجوز ان يكون الأذان ونحن نتكلم في امور الدنيا بتاتا انما نردد مع الأدان  وعند قول حي على الصلاة التي لا تفكرون فيها انت ابدا ومن تركها فهو كافر  نقول لاحول ولا قوة الا بالله,0
6178,راه ساركازم ولي مربي راه مربي,0
6846,"أعطيه  ااكلاب""",1
4008,المحتوى المفيد فالقاع و محتوى العفن و الوسخ فالطوندونس .. وااه واش هادي نية .. انا لله و انا اليه راجعون,1
4416,الدليل ان هاديك بنتو راه باين فواحد الصورة كان حامل كرشو خاجة,1
4071,"لاحولة ولاقوة الى بالله""",0
2681,شوف وجهك كيف دايرة تفو . سيماهم على وجوههم هضرتها كيف دايرة ( كنا قصارين ) موالفا الليل .,1
6416,خوتي واحبابي عندي قناه جديده مرحبا بكم جميعا,0
2882,نتي أشنو داك معاه الدعوة بقات في كيوعدني بالزواج تما مالكم شطو وإلى مدار عليا العقد منمشي معاه هكذا درت والله ممشيت معاه وخا درت العقد حتى درت العرس عاذا مشيت معززة مكرمة,1
985,الدعارة ما يقدر عليها لا دين و لا قانون حيت هي بساطةاقدم مهنة في التاريخ,0
1105,هاد السيد حنين وحتا هاد بنت انسانة متواضعة وقلبها زوين,0
3628,وصافي اش بغيتي تولدي  رآه عندك الولد او العائلة ديالك كايشوف ولدك,0
1869,ونوضي صراحة تستاهلي الحبس وضسروك الصحافة ديال الزبل حتى وليتي مفضوحة عاد جاية تلبسي الحجاب هنا فين غتعرفي راسك جنية تلاحيت على راجل مزوج مافكرتيش فالزوجة ديالو والالم لي تحس بيه ملي تعرف ماعمرها الحياة كتبنى على خراب حياة اخرى كنتمنى يكون درس ليك باش تبعدي على الرجال لمزوجين اما هو فغير زاني حقير,1
963,خاصنا نقاطعو هاذ لقناة ديال لقلاوي,1
3494,هاذي الوالدين خاصهم الإعدام لي التجارة في بنتهم اعود بالله من شر ماخلق,1
1887,تفو أعلى ارجال آخر الزمان,1
7253,شوف البوليزاريو كيف عايشين بفلوس الشعب الجزاءري,0
1980,وجه مقصدر وحشمي غير على داك الحجاب لي دايرة,1
3868,حياني الله حتى شفت بقرة لبسة حوت,1
4880,راجل و سيد  الرجال تستاهلي الله لا يهز عليك,0
7111,الصحراء مغربية و ستبقى مغربية,0
2265,راه المحامي هو الخائن و المخلوض و الغدار هو اللي خصو انزل للحبس و الغرامة المالية تزوج وحدة ودهب للاخرى بلا خبار الاولى و ولد معاها بنت بالفاتحة و لما كشف الامر نكرها هي و البنت هو اللي مخلويض و غداز المحامي الطاهاري لازم سنزل الحبس,1
3729,نصيحة اعطيها راسك او ترجل الله امسخك اكتر من داك لمسخ تواحد ما بغاك الله اححفصنا منك,1
1633,تفو على قناة وليتو تجيبو ليا العصاب دخلنا عليكم بالله اش ستافدنا من هاد الشوهة واش نتوما مكتحشموش بغينا نحاربو بحال هاد القنوات ونتوما كطلعو ليهم ااشان صافي سالات المشاكل مابقا ليكم غ هاد التخربيق الله يرد بيكم وخلاص.,1
3856,سمحلي لاسر لاملح باسل  . الله يستر. سير دس راك,1
4040,موسخ اش هاد الوسخ لحتي ومغرفتش علاش طالع الطوندس,1
1167,"صحيح رجولة وولد الناس الله يسهل عليه ولكن 99% من البنات إلا وقف عليها هادا فالزنقة قسما بالله اما تعطيه الوقت والفرصة باش تواصل معاه وتعرف عليه عن قرب وتعرف عقليتو باش تعرفي ولد الناس من الرعواني خاصك نتي تكوني بنت الناس ومتغركش المظاهر خاصك تحكمي على الشخص من اخلاقو وتربيتو وعقليتو ماشي من المظهر ديالو(وكنتمناو تشاركوني ف قناتي طلبا وليس أمرا إخوتي )""",0
6041,فينك وفين والدتك المرأة المكافحة العصامية لكن في طريقها ربما نساتك حتى أصبحت من هاذ النوع المهم حريتك هاذيك,0
3320,"الله اؤقف معك اؤلدي😪""",0
4728,والله نعمة الرجل الله يحفظهم لبعضهم يارب,0
5802,السلام عليكم.   مساكين.  أهل.  الدنيا.  ماتو. ولم. يتدوقو.   طعم.  الحياة.   وقالو. ما. طعمها.   قال.   معرفة. الله.,0
3333,مدمنة ...او خاصها طبيب نفساني ..هادي راها بنت مشي راجل ولكن كثرة الادمان اثر عليها,1
7211,عاشت المملكة المغربية امراطورية سابقا,0
5006,السلام عليكم خوتي,0
3425,بينما كانت شي مأساة الا وكتعيشها امرأة مع قنطوح و في الاخر يقولك العيالات زيرو ومكاينش العيالات نتاع النفس للي يوقفو مع الرجال وا باز لشي قناطح,1
2523,"اما زواج الزربة راكايسالي بالزربة""",0
1385,"طلب ديال الرجولة . لغة الزنقة""",1
2002,والله حتى حشمت في بلاصتك في هاد اللحضة الله ينعل لي ما يحشم دابا علاش دايرة زيف كون سترتي راسك في الاول ما توصليش لهاد شي,1
6879,اللهم استرنا واعفو عنا انت مولانا,0
7091,تحية للمغاربه الاحرار,0
7567,"شكون بحالي مرة كنعاود هاد تراااااك لغزال اعفط هنا 
طووووب",0
6600,شكرا بزاااف اليوتوب راعيتي لينا 🤧😅😅😅😅😅😅😅🤢,0
913,و كفات pro hada 😂😂😂🤣😂🤣🤣,1
5631,خاص الرجال يمنعو عائلاتهم من هاد الروتيني اليومي الي هو فضيحتي اليومية ماشي روتيني اليومي,1
3007,شوف تيفي طار ليك الفريخ دايرا راسك في الخوا الخاوي وكاينين ناس في المستوى ومحتاجين نستافذو منهم ماشي هذا الوسخ الله اينزل علينا الرحمة,1
4517,شكون شاف المقدمة ديال شوف تيفي ضاربة الاخضر بحال الخيارة هههههه,1
5232,هل المشكل في المدعي للثمتيل ام اليد التي تمسك المكرو ام العيون التي تشاهد🤔🤔,0
141,نار جهنم,0
7135,تحيا الصحراء الغربية حرة مستقلة,0
5022,واش بوحدي ليمسامعش الصوت 😅😂😂😂,0
6657,"الله يهدينا""",0
5918,مزيان فيک قلت ميدار,1
1371,باين ديك مها باترونا,1
7123,ما عندهم حتى علاقة بالشعب الصحراوي,0
3042,عاجباها ديك المؤخرة العوجة وديك الحنية لي تتغوي بيها المكبوتين سير تحناي صلي وتقاي الله,1
1077,شوف تيفي قناة الصرف الصحي 💩  لا تنشر سوى القذارة,1
4023,الزمر فالطوندونس هو باطمة تلاقيتو تواتيتو ل. را تعيشو فيه ياجيل قمش,1
3575,لا هي سيري الفسااد.  راااك  في الدورة وغزاال حتى الحوا,1
1686,نوال المتوكل واش امنا عائشة رضي الله عنها  بنت نوال المتوكل. قالتليك  لمخرج مدنيا ما خرج من عقايبها,1
4200,المشكلة تالابغيتي تتبع الحركة دفمو كتدوخ,1
6119,او قلي ليه دبك. برا للمريكان او كندا او فرنسا,0
1865,اولا شيء عيب عليك تمشي مع واحد مزوج مالك على حالتك لكن لي رخص راسه يبقى رخيص علاقة غير شرعية ذبحتي زوجة افنت عمرها  تريديها ان تصفق لك عيب عليك انت ملامة,1
6863,اين وزارة الداخلية لم يتبقى الا العفيفات,0
250,"ونا نقول مال المغرب مكيزيدش القدام .. متقلاه العفيريتة 😂""",1
7160,هدا من المخابرات الجزايربة لانه قال كلمة  لوطو  وكلمة لوطو  كلمة جزايرية,0
3402,حتى هظرتها بنت,0
7864,والله تا واعر,0
4293,ايه الجمال دا,0
7297,واخا هكاك المغاربة ديال اسبانيا مازال كيخافو من   المظاهرات ضد البوليزاربو انا عشت تما و كنعرف العقلية كيديرة لان سبليون اصلا عاطين الخونة بزافت الحقوق,0
6138,الخوت كالعادة مطلعينها على منال :👇👇,1
4915,كان عندي تلفون عادي كنت هاني وبخير جمعت لفلوس وشريت هد التلفون ديال تكتيل وانا في المشاكيل وليت ماتنعس او تنفيق الصباح مدكدك,0
3937,الله ينعل لي مايحشم اش هاد المستوى تفو على كمامار,1
1022,داعرا كين من قلت زواج اوفقر اوقلت الواعي  اولغني معتق الفقر  غير الحسد كينين بنت الأصل  كيجبو الخبز من فوم سبع  بي الدراع اوحلال أوتقول الحمد لله على كل حال الله حفظكوم جميعا وي دير الخير للجميع ألفوقراء المسكين شكرا على  البرنمج  اتنمن ستمرار لي محرابت داعة  والفقر  وقلت والواعي,1
2667,"مادار والو حيت ماطيير ليك شي رجل . شوهتونا الله  يلقيها ليكم.""",1
3798,وراهم شماكرية لي يتعداو علا والديهم وعلى جيران علاش متتعداوش علا هاد نوع ديال زوامل,1
4474,خسرتوا يا البنات! فين الحياء والاخلاق؟! وفين الاسرة  والدور ديالها؟...,1
2853,لمن كتشكي. عجبلك النشاط و دبا كتبكي. خرا النار,1
1220,غا لي حمار هو لي متيق بلي هادو والديها 😂😂,1
415,على قلت البنات يجيبوك انت دير دور بنت انت فيك الدوده وصافي,1
2166,لم استغرب ليها هي كحالة نفسية و أجتماعية ......,0
2645,تفو على كماره سيماهم على وجوههم كون قتلك,1
3334,صبر على قدر الله وصلح راسك براسك دك طريق لغد فيه رمخدماش ركتدمر فراسك  حول  رليستر ابلية كدمر إقدر إجيوك أمراض خطيرة,0
3472,قال رسول الله صلى الله عليه وسلم الابتسامة في وجه أخيك صدقة فما بمساعدة أخيك ساعديني بإشتراك حفظكم الله ورعاكم مرحبا بيك اختي الكريمة الله يحفظك خويا عملي ابوني فلقنات,0
5781,مبقاوش كيحشمو بغين تعرفوا أخوتي علاش افيلا ؤ لابسين ؤو كتصبن في لفراكة حيت عاجباها ترمتها ؤبغا تشرك فرحتها بترمة معاكم أوا لله يهدي ماخلق,1
6933,وحنا مالنا؟؟؟؟؟,0
6794,ولى واقف على الشغل بيديه ورجليه👌👌😅😅,0
2647,هاااد الغربياات شحااال فيهم الجبهة حنا ف وجدة معدناش هااد الشي  أنتي براجلك و الحرمة ديالك واش دااك ل شي يوتيب قابلي ولادك أو راجلك,1
2017,كيف بشعب يتعاطف مع زانية و قول كلنا ليلى و يقبح زوجة محامي التي تدافع على اسرتها ما هذا الفساد الذي فيه مغاربة هذه انسانة الزنية لا تستحق سوى سجن هى و من معها و لو كان حكم القضاء بحكم القرآن رجم الرجل حتى الموت و هذه تجلد مئة جلدة لا تقولو كانت مخطوبة بل كانت تمرس معه بغاء من زمان و خطبة هي فقط وعد بزواج و ليس زوج لهذا اقول من يتعطف مع ليلى زانية و يقبح زوجة الحلال فل يعلم انه لا يمت للاسلام والمسلمين بصفة زيد على دلك هذه انسانة منحطة لطرجة كبيرة امرنا الله و رسوله بستر معاصي لكي يخفف عليك الله و يسترك لكن هذه زنية تعلن معطية امام جميع لا تستحي و لا تخف من خلقها قبح الله سعيك و من يسندك,1
2748,المهم مانسبفش الأحدات غنشوف الڤيديهات ديالك عاد او نحكم انا راجعلك.....,0
5086,واش ملقيتي باش تشهر لبلاد حسبي الله ونعم الوكيل,0
2292,"المجتمع المغربي داغيك تيدوخ وتيتعامل بالعاطفة """,0
6841,"تحية لشرفاء المغرب من الجزائر وخاصة لاخي وليد القاطن في مراكش""",0
1992,أودي راكم تلفتو عمرني شفت فحياتي شي راجلا كيقول لمراتو صيفطي ليا تصاورك عريانة اهي كتقول هو بحال راجلي راجل ملي كيتزوج لمرا كتولي ديالو بوحدو ادا علاش غادي اقول ليها رسلي ليا تصاورك أو عريانة يا ربي سلامة والله اخوتي إلى شنهار غادي تقلب زبور مها هاد الأرض احتا حنا ملقينا نتزادو غير فهاد زمان ديال لخرا خلينا وقت اللي كانو فيه الرجال اخلاقينا فزمان ديال لقحاب اشهوات اكلشي كيشوف غير حجرو فقط.الله اخليه زمان قسما باليمين...,1
7597,بدل سمية ديال لقناة لبيبليك كيعرفك بنزار ماشي سمحمد ديرو لايك باش يشوف تعليق,0
2964,ثانيا ضروري من التابلية او التخميلة ماشي عصرا ترمتها,1
3714,احسن ديك اللحية على الاقل الخرى,1
6589,غادي نبيع هاد المشقوف اونشري نوكيا بيل هدشي بزف.,0
230,معرت علاش كنحس بهادشي متخلف او بحال باغي اعجبني بزز     🤣🤣😂,1
2586,انا نضامن مع الزوج ديالك الله يعطيه صحة,0
2478,خاص يماهم الحبس بزوج ماشي غير هي بوحدها أو هو بوحدو حيث مكانش عليها تدير علاقة مع واحد مزوج راه حتى مراطو ولية وحشومة عليهم يغدروها,1
6394,الله يسخر ليكم تحيات قناة خديجة الودزامية,0
241,بلا ماتوحلو راسكوم معا هاد رأس الطانكاا حيت لي ماكايفهم ماكايفهم اهادوك ولادك بغيتي ولا كرهتتتيييي,1
7008,لبوءات ربي يحفضكم ويرعاكم يا بنات الاسود٠🇲🇦🇲🇦♥️💪💪💪💪💪*,0
6699,الله يعفو عليكم ياررب هادشي لغنقول,0
6185,يقتلوني منين يقولو حرية شخصية .,0
1959,اليهودي ضحك عليها كيف بغا أراد ولصق ليها  بنت ضحية ابنتي منك عداد درو ليهم هكدا,1
4836,شي ابوني الله افتح عليكم كل بيبان الخير,0
808,واش هاه شوهة تيفي ما عندها والو غير المرض وانحطاط والاللواط,1
835,سلام عليكم البنات ولعيالات معاكم  (بشرى) بغيت نسولكم شكون فيكم لي خدامة فشي شركة وقتلوها بالوعود والنقاط والمستويات بلا فايدة😳اجي اختي انا عندي ليك شركة زوينة الربح مضمون وبلا نقاط ووجع الرأس منتوجات طبيعية وغير بالأعشاب وشريكة مغربية100%والربح فكوزينتك%والتسجيل فابور والكاتالوك فابور 🏃🏻‍♀️وكتاخدي على كلا بنت دخلتيها 60درهم على كلا كوموند دارتها بنتك🤑ونزيدك اختي الكادوات على كلا كموند  مشي اي كادوات ومن ختيارك نتي يلاه الآلة اش خاصك فكوزينتك وفابور اجي تخيري وختاري على ذوقك ب / يلا اش كتسناي كليكي هنا ونامعاك 💃🏻💃🏻 https://chat.whatsapp.com/CVu2FYWmU6c3roHki3igrh,0
2234,فساد صارخ زائد ظلم فادح يفرخ إرهاب عفوي، هكذا يمكن تقييم الوطن العربي كلوحة فنية فاشلة رسمها رجال متسلطون عديمي الإحساس.,1
7647,برااافو  نزار أخيييرا رجع لكليب لعز...♥️♥️,0
6635,تفووو دعيناكوم الله,1
3357,دعيتك الله يا شوف خيخي فينما كان شي مختل عقلي كتجيبيه لينا انا بعدا منسمح ليك لا دنيا لا اخرة ديزابونيت من هنا مع ذالك باقي كيوصلني هاد العفن معرفتش اش ندير واش نبيع تلفوني و لا نطج و لا شنو ندير,1
7908,زيد شي اغنية اخرى تاتعرف تغني,0
2666,بوزبال كبر ليه  الشان . تفو,1
1290,ليسامح علا وجه هد الواليدين,0
6106,باينة عليك كدابة,1
6425,ما فكرتيش فشرفك وكرامتك وعائلتك ملي مشيتي معه لوطيل سو هاد البلا بلا ما ليها معنى لي دارها بيديه يفكها بسنيه الله يهدي,1
7637,خاصك تكتب اغنية على ام ديالك طلب سماحة ديرو اب باش توصل اللي عزيزة عليه الام ديالو غادي نشوفو هنا 🥰🥰🥰🥰🥰🥰👑,0
4076,"مغربية مع شي مامادو 😂😂😂""",1
4318,21مليون على كلام خربطة ليس له معنى,0
7238,كون كنت تما نصرفق ولديه,1
3862,أويلي هاذ الشي كثر ياااربي تلطف بينا يحسن عون امك مسكينة وهي تشوفيك هكذا الله يصبرها,0
5465,مين يحب الله ❤❤ يعمل بلايك 😘,0
4056,رقص خاصو لاطاي   وترما 😂😂😂نتي  فيناهما,1
5121,عامرة بالهضرة د تحت السروال,1
5737,لعنة الله على بحال هاد الميكروب,1
2659,لله يعطيه صحة أما نتي باينة عليك خامجة كون كنتي تقدريه كعما ديري هاكاك لكن تريكة ناقصة 😒😒😒,1
3152,فراسك راه من شوفاتو باقي محلف فيك راه راجل غيبقا حت يخشيها فيك فقلبك,1
6432,قمة الارتياح مع زوجته الثانية,0
180,هدا فيديو كليب ولا فيديو كلاب,1
3202,تناخت تناشت تنازت تنابت تنافت تناقت تناجت تناطت تناحت,0
1201,"فوق الأرض وتحت الارض ويوم العرض عليك""",0
5784,دابا الفساد غادي يولى مباح. فكر بعيدا عن العاطفة,0
7294,والو مكائن لا اعتداء لا سلخوه,0
2686,على فرمة خنز,1
2293,شوفtv  واخة بعد المرات كطلعي لي  في راس ولكن تتعجبيني في بحال هادو  🤣😂🤣😂,0
3021,واسيري نقي داك الزك لي عامر بلخرا,1
1112,أكبر دليل على أن المظاهر خداعة والجوهر دائما هو الأهم ❤,0
3063,نسألكم الدعاء للمتوفي محمود عبد العزيز بالرحمه والمغفره وللاهل بالصبر اللهم اغفر له وارحمه وعافه واعف عنه واكرم نزله ووسع مدخله واغسله بالماء والثلج والبرد ونقه من الخطايا كما ينقى الثوب الابيض من الدنس وابدله دار خيرا من داره واهلا خيرا من اهله وزوجا خيرا من زوجه وادخله الجنه واعذه من عذاب القبر ومن عذاب النار اللهم عامله بما انت اهله ولا تعامله بما هو اهله اللهم اجزه عن الاحسان احسانا وعن الاساءه عفوا وغفرانا اللهم ان كان محسنا فزد في حسناته وان كان مسيئا فتجاوز عنه يارب العالمين اللهم ادخله الجنه من غير مناقشه حساب ولا سابقه عذاب اللهم آنسه في وحدته وآنسه في وحشته وآنسه في غربته اللهم انزله منزلا مباركا وانت خير المنزلين اللهم انزله منازل الصديقين والشهداء والصالحين وحسن اولئك رفيقا اللهم اجعل قبره روضه من رياض الجنه ولا تجعله حفره من حفر النار اللهم افسح له في قبره مد بصره وافرش قبره من فراش الجنه اللهم اعذه من عذاب القبر وجاف الارض عن جنبيه اللهم املأ قبره بالرضا والنور والفسحه والسرور,0
3030,الموشكيل فالبيجامة الغوز جامعاها فالسليب و السليب كحل الغوزغوزا هههههههه,1
5369,حسبي الله و نعم الوكيل الله يقطع الرجال من دنيا فحال هذا والله ينعل لي مايحشم على عراضو,1
443,هذا العفن ما بقاش فن العفو على لي تلفو,1
3346,غفر الله لك على ما سبق ورزقك من حيث لا تحتسبين . ابنتك مريضة جدا . وتنام بصحبة كلاب . هذا بسبب المخدرات. ضعيها في مركز للتداوي من الإدمان. وهناك ستقلع على الإدمان وستعود إلى حالتها الطبيعية.  المك يحزن له القلب😦.,0
7153,فاطمة الزهرة المصور ااي معاك ضعيف في التصوير كيتهز بوحدو۔ حاول دحسن جودة التصوير,0
5461,اعويطة اونوال خرجت ليهم التريكة فالصو,1
7842,من بعد رجع ليها احياني بنت الخميسات باغي تساليهالي وانا غير بوهالي😂😂😂,0
2226,بوزبال  الشماتة    باينا   غير  من   عينيه   غذار,1
6258,هدا هو الرجل والله برفو ليك الله يجزيك,0
1905,اليوم نيظبن تتهدرو كلكم وليتو شفيفات عفيفات حولو تقدرو ها أو توسيوها بكلمة طيبة اليوم كنشوف وليتو كلكم فقها لي مادرت قليل درات كثير هي وظاحيت لمجتمع حتى وحد مامعصوم من خطأ.......,1
7180,شوف تيفي سيرو تخراو زعيم المرتزقة هرب مشا فحالو  تخويرة 5/5,1
6232,السلام عليكم ورحمة الله وبركاته الحمد لله على بنات  الستينات والسبعينيات وحتى التمانينييات  هدو في هدا الوقت ﻻزين ﻻحياء ﻻحداقا الشيشة ؤ العرا ؤ..........الله يستر بنات المسلمين,1
503,اﻻرض نهر كتسمع زوامل كتبق تميل,1
7993,ديير ليا ابوني متخسر والو 😢😢😢☺️,0
559,من جمال الصوت ديالك صماكيت,1
4700,كنت كاعي شفت هاد الفيديو حق الله حتا الهربة معاكم,0
4994,ملاحظة........المرأة الي تسمح بتصرفيقة من نهار الاول سرها كل مايوقع ليها الى بقات مع شماتة الي ممربيش 😒اما الي مربي كيعرف راه المراة مكتضربش واخا يطلقها مايضربهاش ولكن الى زعمتيه وجدي عضيماتك لديما🙄,1
2256,أصبحتم تحللون الحرام وتحرمون الحلال اذا كان المحامي مخطىء فاليلى وعاءلتها اكتر خطأ الله يهديكم  أشياء غير مفهوم ماتقولون ياشوف تيفي اصبحتم قواويد نعلة الله عليكم,1
4298,احسن فدييو ف 2019 والله كلنا اشوان انوان كانكوتو عليك اساط والله 😍,0
2327,يع على مستوى الله يعطيك العذاب تفو على الفاظ,1
6709,تخربيق وتزربيق وتفاها 😂 قولي لينا كيصرف عليك 😂😂😂😂😂 خاصك تمشي دواي احنونة,1
106,كتعجبيني بزاف كما كنتي  والله يهدي الناس وكل واحد يذخل سوق راسوا,0
3038,"وخا تصوير د شوف tv باانت تلاجة واضحة ههه""",0
